"avatar href","title href","title","company href","company-name","title-salary","city-text","exp","item-tag","item-tag href","item-tag 2","item-tag href 2","item-tag 3","remaining-items","item-tag 4","remaining-items 2","address","btn href","item-tag href 3","item-tag href 4","item-tag 6"
"https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-lcb-8tr-12tr-thuong-quy-thuong-thang/1971328.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-lcb-8tr-12tr-thuong-quy-thuong-thang/1971328.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","Nhân Viên Kinh Doanh (LCB 8tr-12tr+Thưởng Quý+Thưởng Tháng)","https://www.topcv.vn/cong-ty/cong-ty-cp-thiet-bi-cong-nghiep-huynh-long/105523.html","CÔNG TY CP THIẾT BỊ CÔNG NGHIỆP HUỲNH LONG","Thoả thuận","Hồ Chí Minh (mới)","Dưới 1 năm","Bán hàng kỹ thuật IT","https://www.topcv.vn/tim-viec-lam-ban-hang-ky-thuat-it-cr1cb15cl76","Telesale...","https://www.topcv.vn/tim-viec-lam-moi-nhat?sale_method=1","Bán hàng kỹ thuật...","+22","Direct Sales","+23","1 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","",""
"https://www.topcv.vn/brand/nganhangthuongmaicophanquandoi/tuyen-dung/chuyen-gia-chuyen-vien-cao-cap-kien-truc-ung-dung-solution-architect-khoi-cong-nghe-thong-tin-2025td942-j2143677.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/brand/nganhangthuongmaicophanquandoi/tuyen-dung/chuyen-gia-chuyen-vien-cao-cap-kien-truc-ung-dung-solution-architect-khoi-cong-nghe-thong-tin-2025td942-j2143677.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","Chuyên Gia, Chuyên Viên Cao Cấp Kiến Trúc Ứng Dụng - Solution Architect - Khối Công Nghệ Thông Tin (2025TD942)","https://www.topcv.vn/brand/nganhangthuongmaicophanquandoi?id=198860","NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK","Thoả thuận","Hà Nội","4 năm","Chuyên môn Công nghệ thông tin khác","https://www.topcv.vn/tim-viec-lam-chuyen-mon-cong-nghe-thong-tin-khac-cr257cb270cl329","IT - ...","","Chuyên môn Công ng...","+5","","+5","3 ngày trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","",""
"https://www.topcv.vn/brand/nganhangthuongmaicophanquandoi/tuyen-dung/senior-ai-expert-khoi-cong-nghe-thong-tin-2026td450201-j2143682.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/brand/nganhangthuongmaicophanquandoi/tuyen-dung/senior-ai-expert-khoi-cong-nghe-thong-tin-2026td450201-j2143682.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","Senior AI Expert - Khối Công Nghệ Thông Tin (2026TD450201)","https://www.topcv.vn/brand/nganhangthuongmaicophanquandoi?id=198860","NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK","Thoả thuận","Hà Nội","5 năm","AI Engineer","https://www.topcv.vn/tim-viec-lam-ai-engineer-cr257cb260cl283","Nghỉ th...","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=3","AI Engineer","+3","IT - Phần mềm","+5","3 ngày trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","https://www.topcv.vn/tim-viec-lam-ai-engineer-cr257cb260cl283","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=16","Ngân hàng"
"https://www.topcv.vn/viec-lam/ky-su-lap-trinh-dung-may-phay-cnc/1636598.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/viec-lam/ky-su-lap-trinh-dung-may-phay-cnc/1636598.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","Kỹ Sư Lập Trình Đứng Máy Phay CNC","https://www.topcv.vn/cong-ty/cong-ty-co-phan-dhntech-viet-nam/190370.html","CÔNG TY CỔ PHẦN DHNTECH VIỆT NAM","Thoả thuận","Hà Nội","1 năm","Kỹ sư lập trình máy","https://www.topcv.vn/tim-viec-lam-ky-su-lap-trinh-may-cr417cb419cl432","Đ...","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=44","Kỹ sư lập trình má...","+3","Cơ khí / Tự động hóa","+4","3 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","",""
"https://www.topcv.vn/viec-lam/nhan-vien-sale-it-kinh-nghiem/2128469.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/viec-lam/nhan-vien-sale-it-kinh-nghiem/2128469.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","Nhân Viên Sale (Ít Kinh Nghiệm)","https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-va-dich-vu-betacom/248598.html","CÔNG TY TNHH CÔNG NGHỆ VÀ DỊCH VỤ BETACOM","12 - 20 triệu","Hà Nội","Dưới 1 năm","Sales Bán lẻ/Dịch vụ tiêu dùng khác","https://www.topcv.vn/tim-viec-lam-sales-ban-le-dich-vu-tieu-dung-khac-cr1cb2cl30","Onlin...","","Sales Bán lẻ/Dịch...","+20","","+20","2 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","",""
"https://www.topcv.vn/viec-lam/lap-trinh-cam-luong-len-den-17-trieu/2139966.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/viec-lam/lap-trinh-cam-luong-len-den-17-trieu/2139966.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","Lập Trình CAM - Lương Lên Đến 17 Triệu","https://www.topcv.vn/cong-ty/cong-ty-co-phan-san-xuat-khuon-mau-viet-nam/66134.html","Công ty cổ phần sản xuất khuôn mẫu Việt Nam","14 - 17 triệu","Hà Nội","1 năm","Kỹ sư lập trình máy","https://www.topcv.vn/tim-viec-lam-ky-su-lap-trinh-may-cr417cb419cl432","S...","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=44","Kỹ sư lập trình má...","+5","Cơ khí / Tự động hóa","+6","1 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","",""
"https://www.topcv.vn/viec-lam/chuyen-gia-xay-dung-quan-tri-he-thong-phan-phoi-my-pham-sales-system-builder-thu-nhap-hap-dan/2126869.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/viec-lam/chuyen-gia-xay-dung-quan-tri-he-thong-phan-phoi-my-pham-sales-system-builder-thu-nhap-hap-dan/2126869.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","Chuyên Gia Xây Dựng & Quản Trị Hệ Thống Phân Phối Mỹ Phẩm (Sales System Builder) - Thu Nhập Hấp Dẫn","https://www.topcv.vn/cong-ty/cong-ty-tnhh-pjsb/225311.html","CÔNG TY TNHH PJSB","Thoả thuận","Hà Nội","2 năm","Quản lý Kinh doanh khác","https://www.topcv.vn/tim-viec-lam-quan-ly-kinh-doanh-khac-cr1cb17cl960","Bán lẻ - Hàng ...","https://www.topcv.vn/tim-viec-lam-moi-nhat?target_customer=1","Quản lý Kinh doanh...","+5","B2B","+6","2 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","",""
"https://www.topcv.vn/viec-lam/technical-support/2143658.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/viec-lam/technical-support/2143658.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","Technical Support","https://www.topcv.vn/cong-ty/cong-ty-co-phan-cmc-openai/239443.html","CÔNG TY CỔ PHẦN CMC OPENAI","Tới 15 triệu","Hà Nội","2 năm","IT Helpdesk/IT support","https://www.topcv.vn/tim-viec-lam-it-helpdesk-it-support-cr257cb262cl287","Nghỉ ...","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=3","IT Helpdesk/IT sup...","+6","IT - Phần mềm","+7","4 ngày trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","",""
"https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-giai-phap-presale/1927330.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-giai-phap-presale/1927330.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","Chuyên Viên Tư Vấn Giải Pháp (Presale)","https://www.topcv.vn/cong-ty/cong-ty-co-phan-he-thong-cong-nghe-etc/200939.html","Công ty Cổ phần Hệ thống Công nghệ ETC","15 - 40 triệu","Hà Nội","2 năm","Kỹ thuật IT","https://www.topcv.vn/tim-viec-lam-ky-thuat-it-cr257cb262cl911","2 năm kinh nghiệm","https://www.topcv.vn/tim-viec-lam-nghi-thu-7","Kỹ thuật IT","+6","Nghỉ thứ 7","+8","1 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","https://www.topcv.vn/tim-viec-lam-ky-thuat-it-cr257cb262cl911","","Đạ..."
"https://www.topcv.vn/viec-lam/tuyen-dung-playable-ads-developer-cocos/1573336.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/viec-lam/tuyen-dung-playable-ads-developer-cocos/1573336.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","Tuyển Dụng Playable Ads Developer (Cocos)","https://www.topcv.vn/cong-ty/winter-wolf-iec-games/75819.html","Winter Wolf - IEC Games","Tới 25 triệu","Hà Nội","Dưới 1 năm","Vị trí Game Development khác","https://www.topcv.vn/tim-viec-lam-vi-tri-game-development-khac-cr257cb269cl328","IT - Phầ...","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=5","Vị trí Game Develo...","+3","Game","+4","1 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","",""
"https://www.topcv.vn/viec-lam/jp-232-ky-su-plc-thiet-ke-dieu-khien-dien-cho-may-tiep-nhien-lieu-tau-cang-di-nhat-mien-phi-lam-viec-tai-tokyo/2080697.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/viec-lam/jp-232-ky-su-plc-thiet-ke-dieu-khien-dien-cho-may-tiep-nhien-lieu-tau-cang-di-nhat-mien-phi-lam-viec-tai-tokyo/2080697.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","(JP 232) Kỹ Sư PLC Thiết Kế Điều Khiển Điện Cho Máy Tiếp Nhiên Liệu Tàu, Cảng Đi Nhật Miễn Phí Làm Việc Tại Tokyo","https://www.topcv.vn/cong-ty/cty-tnhh-r-techno-viet-nam/165377.html","CTY TNHH R TECHNO VIỆT NAM","75 - 82 triệu","Nhật Bản","Không yêu cầu","Kỹ sư lập trình PLC/SCADA","https://www.topcv.vn/tim-viec-lam-ky-su-lap-trinh-plc-scada-cr644cb645cl657","Cơ khí / Tự độn...","","Kỹ sư lập trình PL...","+5","","+5","5 ngày trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","",""
"https://www.topcv.vn/brand/nganhangthuongmaicophanquandoi/tuyen-dung/senior-ai-engineer-computer-vision-nlp-llm-khoi-cong-nghe-thong-tin-2026td450878-j2143683.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/brand/nganhangthuongmaicophanquandoi/tuyen-dung/senior-ai-engineer-computer-vision-nlp-llm-khoi-cong-nghe-thong-tin-2026td450878-j2143683.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","Senior AI Engineer (Computer Vision/NLP/LLM) - Khối Công Nghệ Thông Tin (2026TD450878)","https://www.topcv.vn/brand/nganhangthuongmaicophanquandoi?id=198860","NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK","Thoả thuận","Hà Nội","2 năm","AI Engineer","https://www.topcv.vn/tim-viec-lam-ai-engineer-cr257cb260cl283","Nghỉ th...","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=3","AI Engineer","+3","IT - Phần mềm","+5","3 ngày trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","https://www.topcv.vn/tim-viec-lam-ai-engineer-cr257cb260cl283","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=16","Ngân hàng"
"https://www.topcv.vn/viec-lam/nhan-vien-project-manager-techleader/2137613.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/viec-lam/nhan-vien-project-manager-techleader/2137613.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","Nhân Viên Project Manager & TechLeader","https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-ung-dung-arabica-viet-nam/138068.html","Công ty cổ phần công nghệ ứng dụng Arabica Việt Nam","Thoả thuận","Hà Nội","1 năm","IT Project Manager","https://www.topcv.vn/tim-viec-lam-it-project-manager-cr257cb265cl305","Tuổi 23 -...","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=3","IT Project Manager","+3","IT - Phần mềm","+4","1 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","https://www.topcv.vn/tim-viec-lam-it-project-manager-cr257cb265cl305","",""
"https://www.topcv.vn/brand/nganhangthuongmaicophanquandoi/tuyen-dung/agentic-engineer-python-go-c-c-backend-ai-agents-khoi-cong-nghe-thong-tin-2026td450887-j2143684.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/brand/nganhangthuongmaicophanquandoi/tuyen-dung/agentic-engineer-python-go-c-c-backend-ai-agents-khoi-cong-nghe-thong-tin-2026td450887-j2143684.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","Agentic Engineer (Python/Go/C/C++ Backend & AI Agents) - Khối Công Nghệ Thông Tin (2026TD450887)","https://www.topcv.vn/brand/nganhangthuongmaicophanquandoi?id=198860","NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK","Thoả thuận","Hà Nội","1 năm","Software Engineer","https://www.topcv.vn/tim-viec-lam-software-engineer-cr257cb258cl271","N...","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=3","Software Engineer","+3","IT - Phần mềm","+5","3 ngày trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","https://www.topcv.vn/tim-viec-lam-software-engineer-cr257cb258cl271","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=16","Ngân hàng"
"https://www.topcv.vn/viec-lam/nhan-vien-ho-tro-ky-thuat-mang-it-it-helpdesk/2100954.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/viec-lam/nhan-vien-ho-tro-ky-thuat-mang-it-it-helpdesk/2100954.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","Nhân Viên Hỗ Trợ Kỹ Thuật Mạng IT (IT Helpdesk)","https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-viet-tuan/101081.html","CÔNG TY TNHH CÔNG NGHỆ VIỆT TUẤN","9 - 11 triệu","Hà Nội","1 năm","IT Helpdesk/IT support","https://www.topcv.vn/tim-viec-lam-it-helpdesk-it-support-cr257cb262cl287","IT - Phần cứng và ...","","IT Helpdesk/IT sup...","+7","","+7","1 tháng trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","",""
"https://www.topcv.vn/brand/topcv/tuyen-dung/chuyen-vien-trien-khai-phan-mem-j2142028.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/brand/topcv/tuyen-dung/chuyen-vien-trien-khai-phan-mem-j2142028.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","Chuyên Viên Triển Khai Phần Mềm","https://www.topcv.vn/brand/topcv?id=105","Công ty Cổ phần TOPCV Việt Nam","Thoả thuận","Hà Nội","2 năm","Kỹ thuật IT","https://www.topcv.vn/tim-viec-lam-ky-thuat-it-cr257cb262cl911","Thương mại điện ...","https://www.topcv.vn/tim-viec-lam-moi-nhat?domain_knowledge=3","Kỹ thuật IT","+11","IT - Phần mềm","+12","4 ngày trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","https://www.topcv.vn/tim-viec-lam-ky-thuat-it-cr257cb262cl911","",""
"https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-mang-cong-nghe-thong-tin-b2b/2128960.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-mang-cong-nghe-thong-tin-b2b/2128960.html?ta_source=JobSearchList_LinkDetail&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479","Nhân Viên Kinh Doanh/ Sales (Mảng Công Nghệ Thông Tin B2B)","https://www.topcv.vn/cong-ty/cong-ty-tnhh-a-n-f-a-viet-nam/204845.html","CÔNG TY TNHH A.N.F.A VIỆT NAM","Thoả thuận","Hồ Chí Minh (mới)","1 năm","Kinh doanh phần mềm","https://www.topcv.vn/tim-viec-lam-kinh-doanh-phan-mem-cr1cb5cl34","IT - P...","https://www.topcv.vn/tim-viec-lam-moi-nhat?sale_method=1","Kinh doanh phần mề...","+5","Direct Sales","+7","2 tuần trước","javascript:showLoginPopup('https://www.topcv.vn/tim-viec-lam-it?page=3&saturday_status=0&sba=1&type_keyword=1&u_sr_id=LsbKP7TDTVQ7DwsHa7Avs3qnPrYlueKlcHn5OkPo_1777800479%27,%20%27%C4%90%C4%83ng%20nh%E1%BA%ADp%20ho%E1%BA%B7c%20%C4%90%C4%83ng%20k%C3%BD%20%C4%91%E1%BB%83%20l%C6%B0u%20tin%20tuy%E1%BB%83n%20d%E1%BB%A5ng%27)","","https://www.topcv.vn/tim-viec-lam-moi-nhat?target_customer=1","B2B"
