"tablescraper-selected-row href","object-contain src","text-[16px]","text-[14px]","text-[14px] 2","text-se-neutral-80","tooltip-content","text-14","rounded-[8px] 2"
"https://vieclam24h.vn/khoa-hoc-ky-thuat/nhan-vien-ky-su-phan-mem-c34p123id200806290.html?open_from=0201_4_10&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2020/05/29/5866431_vieclam24h_1590715143.w-128.h-128.PNG?v=220513","Nhân Viên Kỹ Sư Phần Mềm","Công Ty TNHH Tazmo Việt Nam","8 - 15 triệu","Long An","Long An","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-trien-khai-phan-mem-y-te-pacs-c8p73id200697496.html?open_from=0201_4_11&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Triển Khai Phần Mềm Y Tế Pacs","Công Ty Liên Doanh Y Học Việt - Hàn","14 - 20 triệu","Hà Nội","Hà Nội","Còn 9 ngày","Ngày hết hạn nộp hồ sơ 12/05/2026"
"https://vieclam24h.vn/buu-chinh-vien-thong/nhan-vien-ky-thuat-tram-vien-thong-khong-yeu-cau-kinh-nghiem-quan-7-quan-8-nha-be-can-gio-c38p122id200805983.html?open_from=0201_4_12&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2022/12/12/images/167081528625.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật Trạm Viễn Thông - Không Yêu Cầu Kinh Nghiệm (Quận 7, Quận 8, Nhà Bè, Cần Giờ)","Công Ty Cổ Phần Viễn Thông ACT","8 - 16 triệu","TP.HCM","TP.HCM","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/buu-chinh-vien-thong/nhan-vien-lap-dat-internet-khong-yeu-cau-kinh-nghiem-binh-tan-binh-chanh-quan-6-c38p122id200805971.html?open_from=0201_4_13&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2022/12/12/images/167081528625.w-128.h-128.png?v=220513","Nhân Viên Lắp Đặt Internet - Không Yêu Cầu Kinh Nghiệm (Bình Tân, Bình Chánh, Quận 6)","Công Ty Cổ Phần Viễn Thông ACT","8 - 15 triệu","TP.HCM","TP.HCM","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/san-xuat-lap-rap-che-bien/nhan-vien-ki-thuat-biet-tieng-trung-c9p122id200805793.html?open_from=0201_4_14&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Kĩ Thuật Biết Tiếng Trung","CÔNG TY TNHH YUNSI","13 - 15 triệu","TP.HCM","TP.HCM","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/server-engineer-c7p73id200805851.html?open_from=0201_4_15&search_id=8934079a3f634e9eeb36b3c501feb62a","","Server Engineer","CÔNG TY TNHH SNA VIỆT NAM","10 - 25 triệu","Hà Nội","Hà Nội","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-sua-chua-may-tinh-may-in-c7p73id200805658.html?open_from=0201_4_16&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2025/03/04/z6372517402394_89894cb13aa58ba52d3040fb37c078b9_174106183846.w-128.h-128.jpg?v=220513","Nhân Viễn Kỹ Thuật Sửa Chữa Máy Tính - Máy In","Công Ty TNHH Công Nghệ Cao Ntp","8 - 15 triệu","Hà Nội","Hà Nội","Còn 58 ngày","Ngày hết hạn nộp hồ sơ 30/06/2026"
"https://vieclam24h.vn/marketing/chuyen-vien-marketing-du-an-bat-dong-san-c12p73id200805517.html?open_from=0201_4_17&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2024/12/11/h%C3%ACnh%20%E1%BA%A3nh%20nova%20sky_173390103599.w-128.h-128.png?v=220513","Chuyên Viên Marketing Dự Án Bất Động Sản","Công Ty TNHH Phát Triển Bất Động Sản Novasky","10 - 15 triệu","Hà Nội","Hà Nội","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/thiet-ke-sang-tao-nghe-thuat/nhan-vien-van-hanh-may-c3p122id200804385.html?open_from=0201_4_18&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/5caaf973bb020_1554708851.w-128.h-128.jpg?v=220513","Nhân Viên Vận Hành Máy","Công Ty Cổ Phần Sản Xuất - Thương Mại Và Dịch Vụ Linh Anh","7 - 10 triệu","TP.HCM","TP.HCM","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-bao-hanh-tai-quay-c7p73id200802942.html?open_from=0201_4_19&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2023/08/10/AHR-logo_169166080154.w-128.h-128.jpg?v=220513","Nhân Viên Kỹ Thuật Bảo Hành Tại Quầy","Công Ty TNHH MTV Dịch Vụ Số Chuyên Nghiệp","8 - 12 triệu","Hà Nội","Hà Nội","Còn 27 ngày","Ngày hết hạn nộp hồ sơ 30/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-cong-nghe-thong-tin-c7p73id200805056.html?open_from=0201_4_20&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/asset/home/img/employer/5e4651acc0be7_1581666732.w-128.h-128.jpg?v=220513","Nhân Viên Kỹ Thuật Công Nghệ Thông Tin","Công Ty TNHH Thương Mại Điện Tử Bảo Giang","11 - 15 triệu","Hà Nội","Hà Nội","Còn 28 ngày","Ngày hết hạn nộp hồ sơ 31/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-an-toan-thong-tin-soc-tier-1-c8p73id200805044.html?open_from=0201_4_21&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2026/01/29/img-1769651918141_176965191845.w-128.h-128.png?v=220513","Nhân Viên An Toàn Thông Tin_Soc Tier 1","CÔNG TY TNHH PENTASECURITY VINA","11 - 15 triệu","Hà Nội","Hà Nội","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-kiem-thu-phan-mem-biet-tieng-nhat-c8p73id200804992.html?open_from=0201_4_22&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/userpics/1267371360_NTD_logo.w-128.h-128.jpg?v=220513","Nhân Viên Kiểm Thử Phần Mềm - Biết Tiếng Nhật","Công ty Cổ phần Tổng hợp Việt Nhật","8 - 15 triệu","Hà Nội","Hà Nội","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-van-hanh-may-in-di-lam-ngay-c7p73id200776725.html?open_from=0201_4_23&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2019/04/20/1555722133_logovn.w-128.h-128.png?v=220513","Nhân Viên Vận Hành Máy In - Đi Làm Ngay","Công Ty TNHH Quảng Cáo Và In Ấn Việt Nhật","8 - 16 triệu","Hà Nội","Hà Nội","Còn 8 ngày","Ngày hết hạn nộp hồ sơ 11/05/2026"
"https://vieclam24h.vn/cham-soc-khach-hang/thuc-tap-sinh-kinh-doanh-b2b-sales-intern-c30p73id200803922.html?open_from=0201_4_24&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2026/01/13/asset-14-2x_176829586642.w-128.h-128.png?v=220513","Thực Tập Sinh Kinh Doanh (B2B Sales Intern)","Công Ty Cổ Phần Giải Pháp Etron","3 - 5 triệu","Hà Nội","Hà Nội","Còn 7 ngày","Ngày hết hạn nộp hồ sơ 10/05/2026"
"https://vieclam24h.vn/an-ninh-bao-ve/nhan-vien-giam-sat-camera-c2p123id200803870.html?open_from=0201_4_25&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Giám Sát Camera","Công Ty Cổ Phần Wealth4S","9.5 - 10 triệu","Long An","Long An","Còn 7 ngày","Ngày hết hạn nộp hồ sơ 10/05/2026"
"https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-telesales-co-data-khach-hang-luong-cung-c13p73id200774723.html?open_from=0201_4_26&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/05/22/White%20and%20Green%20Modern%20Hiring%20Instagram%20Post%20(2)_171634815526.w-128.h-128.png?v=220513","Nhân Viên Telesales (Có Data Khách Hàng + Lương Cứng)","Công Ty Cổ Phần Công Nghệ Kiotviet","10 - 20 triệu","Hà Nội","Hà Nội","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-tu-van-ban-hang-telesales-co-data-kh-c8p73id200754172.html?open_from=0201_4_27&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/05/22/White%20and%20Green%20Modern%20Hiring%20Instagram%20Post%20(2)_171634815526.w-128.h-128.png?v=220513","Nhân Viên Tư Vấn Bán Hàng Telesales (Có Data Kh)","Công Ty Cổ Phần Công Nghệ Kiotviet","10 - 20 triệu","Hà Nội","Hà Nội","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/cu-chi-ky-thuat-vien-vien-thong-fpt-c7p122id200653153.html?open_from=0201_4_28&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/07/26/img-1721965753129_172196575369.w-128.h-128.png?v=220513","[Củ Chi] Kỹ Thuật Viên Viễn Thông Fpt","Công Ty Cổ Phần Viễn Thông Fpt","12 - 15 triệu","TP.HCM","TP.HCM","Còn 3 ngày","Ngày hết hạn nộp hồ sơ 06/05/2026"
"https://vieclam24h.vn/khoa-hoc-ky-thuat/ky-thuat-trien-khai-he-thong-dien-nhe-c34p73id200803191.html?open_from=0201_4_29&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/employer_avatar/2021/08/13/images/162884932245.w-128.h-128.jpeg?v=220513","Kỹ Thuật Triển Khai Hệ Thống Điện Nhẹ","Talentnet Corporation (Công Ty CP Kết Nối Nhân Tài)","20 - 25 triệu","Hà Nội, Kiên Giang","Hà Nội, Kiên Giang","Còn 13 ngày","Ngày hết hạn nộp hồ sơ 16/05/2026"
"https://vieclam24h.vn/khoa-hoc-ky-thuat/ky-su-thiet-ke-he-thong-dien-nhe-c34p73id200803200.html?open_from=0201_4_30&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/employer_avatar/2021/08/13/images/162884932245.w-128.h-128.jpeg?v=220513","Kỹ Sư Thiết Kế Hệ Thống Điện Nhẹ","Talentnet Corporation (Công Ty CP Kết Nối Nhân Tài)","20 - 22 triệu","Hà Nội, Đà Nẵng, Kiên Giang","Hà Nội, Đà Nẵng, Kiên Giang","Còn 13 ngày","Ngày hết hạn nộp hồ sơ 16/05/2026"
"https://vieclam24h.vn/it-phan-mem/ky-su-giai-phap-presale-ict-c8p122id200803102.html?open_from=0201_5_1&search_id=8934079a3f634e9eeb36b3c501feb62a","","Kỹ Sư Giải Pháp Presale (Ict)","Công Ty Cổ Phần Công Nghệ Thiên Vận","9 - 15 triệu","TP.HCM","TP.HCM","Còn 29 ngày","Ngày hết hạn nộp hồ sơ 01/06/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-camera-mang-c7p104id200802867.html?open_from=0201_5_2&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Kỹ Thuật Camera, Mạng","Công Ty TNHH Tổng Hợp Đức Mỹ","8 - 12 triệu","Đà Nẵng","Đà Nẵng","Còn 10 ngày","Ngày hết hạn nộp hồ sơ 13/05/2026"
"https://vieclam24h.vn/it-phan-mem/service-desk-executive-c8p122id200802534.html?open_from=0201_5_3&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/ca0cc901f7d9d013b0919920eba11260_56c290776a719_1455591543.w-128.h-128.png?v=220513","Service Desk Executive","Công Ty Cổ Phần Công Nghệ T-Plus","8 - 30 triệu","TP.HCM","TP.HCM","Còn 8 ngày","Ngày hết hạn nộp hồ sơ 11/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-vien-thong-noi-thanh-hn-c7p73id200773893.html?open_from=0201_5_4&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/07/26/img-1721965753129_172196575369.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật Viễn Thông Nội Thành HN","Công Ty Cổ Phần Viễn Thông Fpt","10 - 20 triệu","Hà Nội","Hà Nội","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-mem/lap-trinh-vien-sap-b1-c8p73id200727240.html?open_from=0201_5_5&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2023/12/29/vieclam24h_170382118022.w-128.h-128.jpg?v=220513","Lập Trình Viên Sap B1","Công Ty Cổ Phần Tập Đoàn Vàng Bạc Đá Quý Doji","25 - 30 triệu","Hà Nội","Hà Nội","Còn 90 ngày","Ngày hết hạn nộp hồ sơ 01/08/2026"
"https://vieclam24h.vn/it-phan-cung-mang/al-engineer-ky-su-phat-trien-phan-mem-c7p73id200802121.html?open_from=0201_5_6&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2026/03/11/z7608881767594_c67ced06dff2b58d73f6c7955b93b01a_177320369130.w-128.h-128.jpg?v=220513","Al Engineer - Kỹ Sư Phát Triển Phần Mềm","Công Ty TNHH Phần Mềm Abim","13 - 30 triệu","Hà Nội","Hà Nội","Còn 4 ngày","Ngày hết hạn nộp hồ sơ 07/05/2026"
"https://vieclam24h.vn/van-hanh-bao-tri-bao-duong/nhan-vien-ky-thuat-dien-c10p122id200801937.html?open_from=0201_5_7&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2026/03/03/img-1772509469128_177250946927.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật Điện","Công Ty Cổ Phần Đầu Tư Kỹ Thuật Thương Mại Nam Trung","7 - 15 triệu","TP.HCM","TP.HCM","Còn 28 ngày","Ngày hết hạn nộp hồ sơ 31/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-lap-dat-bao-tri-di-lam-ngay-c7p73id200801016.html?open_from=0201_5_8&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/08/01/img-1722495382695_172249538188.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật Lắp Đặt, Bảo Trì - Đi Làm Ngay","Công Ty Cổ Phần Phát Triển Công Nghệ Ngày Đêm","8 - 15 triệu","Hà Nội","Hà Nội","Còn 3 ngày","Ngày hết hạn nộp hồ sơ 06/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-giao-hang-viettel-post-tai-da-nang-c7p104id200357951.html?open_from=0201_5_9&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Giao Hàng Viettel Post Tại Đà Nẵng","Chi Nhánh Bưu Chính Viettel Đà Nẵng - Tổng Công Ty Cổ Phần Bưu Chính Viettel","10 - 17 triệu","Đà Nẵng","Đà Nẵng","Còn 7 ngày","Ngày hết hạn nộp hồ sơ 10/05/2026"
"https://vieclam24h.vn/it-phan-mem/product-builder-chuong-trinh-tuyen-dung-founder-in-residence-c8p73id200800731.html?open_from=0201_5_10&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2026/01/29/apero_logo-preview-04_176967487983.w-128.h-128.jpg?v=220513","Product Builder (Chương Trình Tuyển Dụng Founder In Residence)","Công Ty Cổ Phần Apero Hq","30 - 80 triệu","Hà Nội","Hà Nội","Còn 3 ngày","Ngày hết hạn nộp hồ sơ 06/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/ky-su-dien-tu-vien-thong-c7p73id200800659.html?open_from=0201_5_11&search_id=8934079a3f634e9eeb36b3c501feb62a","","Kỹ Sư Điện Tử Viễn Thông","CÔNG TY CỔ PHẦN XÂY DỰNG HẠ TẦNG VIỄN THÔNG HTC","12 - 20 triệu","Hà Nội","Hà Nội","Còn 6 ngày","Ngày hết hạn nộp hồ sơ 09/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/lam-dong-nhan-vien-ky-thuat-trien-khai-bao-tri-c7p116id200800278.html?open_from=0201_5_12&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/07/26/img-1721965753129_172196575369.w-128.h-128.png?v=220513","(Lâm Đồng) Nhân Viên Kỹ Thuật Triển Khai Bảo Trì","Công Ty Cổ Phần Viễn Thông Fpt","8 - 15 triệu","Lâm Đồng","Lâm Đồng","Còn 6 ngày","Ngày hết hạn nộp hồ sơ 09/05/2026"
"https://vieclam24h.vn/it-phan-mem/kien-giang-sale-phan-mem-co-training-luong-co-ban-hoa-hong-c8p130id200800061.html?open_from=0201_5_13&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2025/04/16/images_174479080783.w-128.h-128.jpg?v=220513","[Kiên Giang] Sale Phần Mềm (Có Training, Lương Cơ Bản + Hoa Hồng)","Công Ty Cổ Phần Công Nghệ Kiotviet","8 - 15 triệu","Kiên Giang","Kiên Giang","Còn 12 ngày","Ngày hết hạn nộp hồ sơ 15/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/ky-su-thiet-ke-he-thong-vien-thong-cntt-c7p73id200798181.html?open_from=0201_5_14&search_id=8934079a3f634e9eeb36b3c501feb62a","","Kỹ Sư Thiết Kế Hệ Thống Viễn Thông, CNTT","Công ty cổ phần tư vấn đầu tư và phát triển Bưu điện Hà Nội","12 - 30 triệu","Hà Nội","Hà Nội","Còn 5 ngày","Ngày hết hạn nộp hồ sơ 08/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/hoc-mon-vi-tri-nhan-vien-kinh-doanh-vien-thong-c7p122id200799981.html?open_from=0201_5_15&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/07/26/img-1721965753129_172196575369.w-128.h-128.png?v=220513","Hóc Môn Vị Trí Nhân Viên Kinh Doanh Viễn Thông","Công Ty Cổ Phần Viễn Thông Fpt","8 - 15 triệu","TP.HCM","TP.HCM","Còn 11 ngày","Ngày hết hạn nộp hồ sơ 14/05/2026"
"https://vieclam24h.vn/it-phan-mem/business-data-analyst-mang-ngan-hang-c8p73id200668924.html?open_from=0201_5_16&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2025/09/29/img-1759121034834_175912103527.w-128.h-128.png?v=220513","Business Data Analyst Mảng Ngân Hàng","Công Ty TNHH Fetek Việt Nam","15 - 30 triệu","Hà Nội","Hà Nội","Còn 5 ngày","Ngày hết hạn nộp hồ sơ 08/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-ky-thuat-lap-dat-thiet-bi-vien-thong-c8p73id200768708.html?open_from=0201_5_17&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Kỹ Thuật Lắp Đặt Thiết Bị Viễn Thông","Công Ty Cổ Phần Đầu Tư Và Phát Triển Công Nghệ Thông Tin Viễn Thông","15 - 25 triệu","Hà Nội","Hà Nội","Còn 126 ngày","Ngày hết hạn nộp hồ sơ 06/09/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-seo-web-c8p73id200799104.html?open_from=0201_5_18&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2020/04/27/5944005_vieclam24h_1587973291.w-128.h-128.png?v=220513","Nhân Viên SEO Web","Công Ty CP Xnk Tập Đoàn Đặng Gia","12 - 17 triệu","Hà Nội","Hà Nội","Còn 2 ngày","Ngày hết hạn nộp hồ sơ 05/05/2026"
"https://vieclam24h.vn/it-phan-mem/lap-trinh-vien-net-c-middle-c8p106id200798902.html?open_from=0201_5_19&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2026/04/06/img-1775466257031_177546625820.w-128.h-128.png?v=220513","Lập Trình Viên .Net (C# - Middle)","CÔNG TY CP COWATECH MIỀN TRUNG","22 - 25 triệu","Quảng Ngãi","Quảng Ngãi","Còn 4 ngày","Ngày hết hạn nộp hồ sơ 07/05/2026"
"https://vieclam24h.vn/it-phan-mem/nhan-vien-tuyen-dung-c8p73id200798262.html?open_from=0201_5_20&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên Tuyển Dụng","Công Ty TNHH Volio Việt Nam","8 - 10 triệu","Hà Nội","Hà Nội","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 04/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/ki-thuat-may-photocopy-may-in-c7p122id200767342.html?open_from=0201_5_21&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/old_employer_avatar/images/0c38ac6f68a7a83ef8b15b8d3175d98d_1526366128_z989234240202_64f132e49a5350a47d3308bed68cd464.w-128.h-128.png?v=220513","Kĩ Thuật Máy Photocopy - Máy In","Công Ty TNHH Công Nghệ Nguồn Lực Xanh","7 - 15 triệu","TP.HCM","TP.HCM","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 04/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-ky-thuat-it-may-tinh-may-in-c7p92id200798164.html?open_from=0201_5_22&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2025/09/15/img-1757952650616_175795267164.w-128.h-128.png?v=220513","Nhân Viên Kỹ Thuật IT (Máy Tính, Máy In)","Công Ty Cổ Phần Công Nghệ Và Truyền Thông It24H","8 - 12 triệu","Hải Phòng","Hải Phòng","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 04/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/nhan-vien-it-phan-cung-c7p92id200797528.html?open_from=0201_5_23&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên IT Phần Cứng","Công Ty TNHH Smart Logistics Service (Hải Phòng)","10 - 16 triệu","Hải Phòng","Hải Phòng","Còn 3 ngày","Ngày hết hạn nộp hồ sơ 06/05/2026"
"https://vieclam24h.vn/phan-tich-thong-ke-du-lieu/leader-business-analyst-c33p73id200797202.html?open_from=0201_5_24&search_id=8934079a3f634e9eeb36b3c501feb62a","","Leader Business Analyst","Công Ty Cổ Phần Thuật Toán Đầu Tư Algo","18 - 25 triệu","Hà Nội","Hà Nội","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 03/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/system-admin-c7p73id200797023.html?open_from=0201_5_25&search_id=8934079a3f634e9eeb36b3c501feb62a","","System Admin","Công Ty Cổ Phần Dịch Vụ Và Công Nghệ Dina","15 - 20 triệu","Hà Nội","Hà Nội","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 04/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/system-admin-c7p73id200796973.html?open_from=0201_5_26&search_id=8934079a3f634e9eeb36b3c501feb62a","","System Admin","Văn Phòng Đại Diện Công Ty Cổ Phần Dịch Vụ Công Nghệ Tsc Việt Nam Tại Hưng Yên","15 - 20 triệu","Hà Nội","Hà Nội","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 04/05/2026"
"https://vieclam24h.vn/dien-dien-tu-dien-lanh/nhan-vien-van-hanh-may-lua-nang-c41p127id200796391.html?open_from=0201_5_27&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/employer_avatar/2024/12/04/Logo-DCL_send_173329837245.w-128.h-128.jpg?v=220513","Nhân Viên Vận Hành Máy Lựa Nang","Công Ty Cổ Phần Dược Phẩm Cửu Long","Thoả thuận","Vĩnh Long","Vĩnh Long","Còn 6 ngày","Ngày hết hạn nộp hồ sơ 09/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/chuyen-vien-quan-tri-he-thong-c7p73id200793921.html?open_from=0201_5_28&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2015/03/06/1425627732_logo.w-128.h-128.jpg?v=220513","Chuyên Viên Quản Trị Hệ Thống","Công Ty Cổ Phần Công Nghiệp Weldcom","15 - 25 triệu","Hà Nội","Hà Nội","Còn 3 ngày","Ngày hết hạn nộp hồ sơ 06/05/2026"
"https://vieclam24h.vn/it-phan-cung-mang/ky-thuat-vien-dni-c7p120id200759902.html?open_from=0201_5_29&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/images/default/2024/07/26/img-1721965753129_172196575369.w-128.h-128.png?v=220513","Kỹ Thuật Viên _Dni","Công Ty Cổ Phần Viễn Thông Fpt","8 - 20 triệu","Đồng Nai","Đồng Nai","Còn 58 ngày","Ngày hết hạn nộp hồ sơ 30/06/2026"
"https://vieclam24h.vn/it-phan-mem/ky-su-plc-robot-c8p73id200789498.html?open_from=0201_5_30&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/upload/files_cua_nguoi_dung/logo/2015/03/06/1425627732_logo.w-128.h-128.jpg?v=220513","Kỹ Sư Plc / Robot","Công Ty Cổ Phần Công Nghiệp Weldcom","15 - 25 triệu","Hà Nội","Hà Nội","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 03/05/2026"
"https://vieclam24h.vn/ban-hang-kinh-doanh/nhan-vien-cham-soc-khach-hang-sales-lam-tai-van-phong-c13p122id200804195.html?open_from=0201_6_1&search_id=8934079a3f634e9eeb36b3c501feb62a","https://cdn1.vieclam24h.vn/tvn/images/old_employer_avatar/images/3ca22bc776da85e157cef14119a4bb20_59b0be2e74991_1504755246.w-128.h-128.png?v=220513","Nhân Viên Chăm Sóc Khách Hàng (Sales – Làm Tại Văn Phòng)","Siêu Thị Viễn Thông - Công Ty CP Viễn Thông Á Châu","12 - 40 triệu","TP.HCM","TP.HCM","Còn 1 ngày","Ngày hết hạn nộp hồ sơ 04/05/2026"
"https://vieclam24h.vn/khach-san-nha-hang-du-lich/nhan-vien-it-c5p119id200802676.html?open_from=0201_6_2&search_id=8934079a3f634e9eeb36b3c501feb62a","","Nhân Viên IT","Công Ty TNHH Công Nghiệp Điện Quang Việt Hoa","10 - 15 triệu","Bình Dương","Bình Dương","Còn 28 ngày","Ngày hết hạn nộp hồ sơ 31/05/2026"
