"ilabel","small-text","imt-3","bg-white href","border-radius-normal src","text-rich-grey","sign-in-view-salary href","position-relative","position-relative href","text-rich-grey 2","text-rich-grey 3","text-reset","text-reset href","text-reset 2","text-reset href 2","text-reset 3","text-reset href 3","text-reset 4","text-reset href 4","text-reset 5","text-reset href 5","text-reset 6","text-reset href 6","stretched-link"
"SUPER HOT","Posted
7 hours ago","[Da Nang] Full-Stack Developer (ReactJS/ NodeJS)","https://itviec.com/companies/one-tech-stop-vietnam-company-ltd?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjA4NjQyNSwicHVyIjoiYmxvYl9pZCJ9fQ==--513fdacc2aa26e127770f0c982a5164b9a304d3c/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/OTSV%20Logo%20Sticker.png","ONE Tech Stop Vietnam Company Ltd","https://itviec.com/sign_in?job=da-nang-full-stack-developer-reactjs-nodejs-one-tech-stop-vietnam-company-ltd-0924&job_index=2&view_salary_source=search_page","Fullstack Developer","https://itviec.com/it-jobs/fullstack-developer","At office","Da Nang","NodeJS","https://itviec.com/it-jobs/nodejs?click_source=Skill+tag","MongoDB","https://itviec.com/it-jobs/mongodb?click_source=Skill+tag","ReactJS","https://itviec.com/it-jobs/reactjs?click_source=Skill+tag","NextJS","https://itviec.com/it-jobs/nextjs?click_source=Skill+tag","TypeScript","https://itviec.com/it-jobs/typescript?click_source=Skill+tag","SQL","https://itviec.com/it-jobs/sql?click_source=Skill+tag",""
"SUPER HOT","Posted
7 hours ago","[Da Nang] Scrum Master","https://itviec.com/companies/one-tech-stop-vietnam-company-ltd?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjA4NjQyNSwicHVyIjoiYmxvYl9pZCJ9fQ==--513fdacc2aa26e127770f0c982a5164b9a304d3c/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/OTSV%20Logo%20Sticker.png","ONE Tech Stop Vietnam Company Ltd","https://itviec.com/sign_in?job=da-nang-scrum-master-one-tech-stop-vietnam-company-ltd-0856&job_index=3&view_salary_source=search_page","Scrum Master / Agile Coach","https://itviec.com/it-jobs/scrum-master-agile-coach","At office","Da Nang","Scrum","https://itviec.com/it-jobs/scrum?click_source=Skill+tag","Leadership","https://itviec.com/it-jobs/leadership?click_source=Skill+tag","Team Management","https://itviec.com/it-jobs/team-management?click_source=Skill+tag","Agile","https://itviec.com/it-jobs/agile?click_source=Skill+tag","English","https://itviec.com/it-jobs/english?click_source=Skill+tag","","",""
"SUPER HOT","Posted
7 hours ago","[Ho Chi Minh] Full-Stack Developer (ReactJS/ NodeJS)","https://itviec.com/companies/one-tech-stop-vietnam-company-ltd?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjA4NjQyNSwicHVyIjoiYmxvYl9pZCJ9fQ==--513fdacc2aa26e127770f0c982a5164b9a304d3c/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/OTSV%20Logo%20Sticker.png","ONE Tech Stop Vietnam Company Ltd","https://itviec.com/sign_in?job=ho-chi-minh-full-stack-developer-reactjs-nodejs-one-tech-stop-vietnam-company-ltd-0944&job_index=4&view_salary_source=search_page","Fullstack Developer","https://itviec.com/it-jobs/fullstack-developer","At office","Ho Chi Minh","NodeJS","https://itviec.com/it-jobs/nodejs?click_source=Skill+tag","HTML","https://itviec.com/it-jobs/html?click_source=Skill+tag","ReactJS","https://itviec.com/it-jobs/reactjs?click_source=Skill+tag","NextJS","https://itviec.com/it-jobs/nextjs?click_source=Skill+tag","TypeScript","https://itviec.com/it-jobs/typescript?click_source=Skill+tag","SQL","https://itviec.com/it-jobs/sql?click_source=Skill+tag",""
"SUPER HOT","Posted
7 hours ago","[Da Nang & Ho Chi Minh] Technical Architect","https://itviec.com/companies/one-tech-stop-vietnam-company-ltd?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjA4NjQyNSwicHVyIjoiYmxvYl9pZCJ9fQ==--513fdacc2aa26e127770f0c982a5164b9a304d3c/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/OTSV%20Logo%20Sticker.png","ONE Tech Stop Vietnam Company Ltd","https://itviec.com/sign_in?job=da-nang-ho-chi-minh-technical-architect-one-tech-stop-vietnam-company-ltd-0830&job_index=5&view_salary_source=search_page","Software/Technical Architect","https://itviec.com/it-jobs/software-technical-architect","At office","Ho Chi Minh - Da Nang","Software Architecture","https://itviec.com/it-jobs/software-architecture?click_source=Skill+tag","ReactJS","https://itviec.com/it-jobs/reactjs?click_source=Skill+tag","NestJS","https://itviec.com/it-jobs/nestjs?click_source=Skill+tag","Cloud","https://itviec.com/it-jobs/cloud?click_source=Skill+tag","DevOps","https://itviec.com/it-jobs/devops?click_source=Skill+tag","","","+1"
"SUPER HOT","Posted
7 hours ago","[Da Nang / Ho Chi Minh] UI/UX Designer","https://itviec.com/companies/one-tech-stop-vietnam-company-ltd?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjA4NjQyNSwicHVyIjoiYmxvYl9pZCJ9fQ==--513fdacc2aa26e127770f0c982a5164b9a304d3c/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/OTSV%20Logo%20Sticker.png","ONE Tech Stop Vietnam Company Ltd","https://itviec.com/sign_in?job=da-nang-ho-chi-minh-ui-ux-designer-one-tech-stop-vietnam-company-ltd-0738&job_index=6&view_salary_source=search_page","UX/UI Designer","https://itviec.com/it-jobs/ux-ui-designer","At office","Da Nang - Ho Chi Minh","UI-UX","https://itviec.com/it-jobs/ui-ux?click_source=Skill+tag","Design","https://itviec.com/it-jobs/design?click_source=Skill+tag","Agile","https://itviec.com/it-jobs/agile?click_source=Skill+tag","","","","","","",""
"SUPER HOT","Posted
16 hours ago","Trưởng nhóm MLOps (Khối AI Thiết bị/AI Open Platform)","https://itviec.com/companies/vinsmart-future?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6Njg3OTA4NywicHVyIjoiYmxvYl9pZCJ9fQ==--dfd3930dcd559d16a859989ee33a0da6d537b570/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/image.png","VinSmart Future","https://itviec.com/sign_in?job=truong-nhom-mlops-khoi-ai-thiet-bi-ai-open-platform-vinsmart-future-3616&job_index=7&view_salary_source=search_page","Manager","https://itviec.com/it-jobs/manager","At office","Ha Noi","MLOps","https://itviec.com/it-jobs/mlops?click_source=Skill+tag","Docker","https://itviec.com/it-jobs/docker?click_source=Skill+tag","Project Management","https://itviec.com/it-jobs/project-management?click_source=Skill+tag","Business Analysis","https://itviec.com/it-jobs/business-analysis?click_source=Skill+tag","","","","","+2"
"SUPER HOT","Posted
1 day ago","Senior AI Engineer (Computer Vision/NLP/LLM)","https://itviec.com/companies/mb-bank?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MjM1MzI1NSwicHVyIjoiYmxvYl9pZCJ9fQ==--ce13bc877c6ba6ce4f69b2dca684629e102ea643/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/Logo%20MB%20he%20mau%20RGB%2001.png","MB Bank","https://itviec.com/sign_in?job=senior-ai-engineer-computer-vision-nlp-llm-mb-bank-2836&job_index=12&view_salary_source=search_page","Computer Vision Engineer","https://itviec.com/it-jobs/computer-vision-engineer","At office","Ha Noi","AI","https://itviec.com/it-jobs/ai?click_source=Skill+tag","TensorFlow","https://itviec.com/it-jobs/tensorflow?click_source=Skill+tag","PyTorch","https://itviec.com/it-jobs/pytorch?click_source=Skill+tag","Microservices","https://itviec.com/it-jobs/microservices?click_source=Skill+tag","C++","https://itviec.com/it-jobs/c++?click_source=Skill+tag","Python","https://itviec.com/it-jobs/python?click_source=Skill+tag",""
"SUPER HOT","Posted
1 day ago","AI Expert (Deep Learning, Machine Learning)","https://itviec.com/companies/mb-bank?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MjM1MzI1NSwicHVyIjoiYmxvYl9pZCJ9fQ==--ce13bc877c6ba6ce4f69b2dca684629e102ea643/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/Logo%20MB%20he%20mau%20RGB%2001.png","MB Bank","https://itviec.com/sign_in?job=ai-expert-deep-learning-machine-learning-mb-bank-2321&job_index=13&view_salary_source=search_page","AI / Machine Learning Engineer","https://itviec.com/it-jobs/ai-machine-learning-engineer","At office","Ha Noi","AI","https://itviec.com/it-jobs/ai?click_source=Skill+tag","LLM","https://itviec.com/it-jobs/llm?click_source=Skill+tag","Deep Learning","https://itviec.com/it-jobs/deep-learning?click_source=Skill+tag","Machine Learning","https://itviec.com/it-jobs/machine-learning?click_source=Skill+tag","Computer Vision","https://itviec.com/it-jobs/computer-vision?click_source=Skill+tag","","","+1"
"SUPER HOT","Posted
1 day ago","Senior AI Expert (Machine Learning, Deep Learning)","https://itviec.com/companies/mb-bank?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MjM1MzI1NSwicHVyIjoiYmxvYl9pZCJ9fQ==--ce13bc877c6ba6ce4f69b2dca684629e102ea643/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/Logo%20MB%20he%20mau%20RGB%2001.png","MB Bank","https://itviec.com/sign_in?job=senior-ai-expert-machine-learning-deep-learning-mb-bank-2546&job_index=14&view_salary_source=search_page","AI / Machine Learning Engineer","https://itviec.com/it-jobs/ai-machine-learning-engineer","At office","Ha Noi","AI","https://itviec.com/it-jobs/ai?click_source=Skill+tag","LLM","https://itviec.com/it-jobs/llm?click_source=Skill+tag","Deep Learning","https://itviec.com/it-jobs/deep-learning?click_source=Skill+tag","Machine Learning","https://itviec.com/it-jobs/machine-learning?click_source=Skill+tag","Computer Vision","https://itviec.com/it-jobs/computer-vision?click_source=Skill+tag","","","+1"
"SUPER HOT","Posted
1 day ago","Trưởng phòng Công nghệ Thị giác Máy tính","https://itviec.com/companies/mb-bank?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MjM1MzI1NSwicHVyIjoiYmxvYl9pZCJ9fQ==--ce13bc877c6ba6ce4f69b2dca684629e102ea643/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/Logo%20MB%20he%20mau%20RGB%2001.png","MB Bank","https://itviec.com/sign_in?job=truong-phong-cong-nghe-thi-giac-may-tinh-mb-bank-1723&job_index=15&view_salary_source=search_page","Computer Vision Engineer","https://itviec.com/it-jobs/computer-vision-engineer","At office","Ha Noi","Computer Vision","https://itviec.com/it-jobs/computer-vision?click_source=Skill+tag","Deep Learning","https://itviec.com/it-jobs/deep-learning?click_source=Skill+tag","Machine Learning","https://itviec.com/it-jobs/machine-learning?click_source=Skill+tag","AI","https://itviec.com/it-jobs/ai?click_source=Skill+tag","","","","","+2"
"SUPER HOT","Posted
1 day ago","[Hanoi] Senior Manager (Japanese N2+)","https://itviec.com/companies/nec-vietnam?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NjM2NTE5OCwicHVyIjoiYmxvYl9pZCJ9fQ==--4199ce2b0fbe04d10794be2e172e14718201473e/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/NEC_logo_color.png","NEC Vietnam","https://itviec.com/sign_in?job=hanoi-senior-manager-japanese-n2-nec-vietnam-0059&job_index=18&view_salary_source=search_page","Vice President / Director","https://itviec.com/it-jobs/vice-president-director","Hybrid","Ha Noi","Bridge Engineer","https://itviec.com/it-jobs/bridge-engineer?click_source=Skill+tag","Japanese IT Communication","https://itviec.com/it-jobs/japanese-it-communication?click_source=Skill+tag","Strategy planning","https://itviec.com/it-jobs/strategy-planning?click_source=Skill+tag","","","","","","","+3"
"SUPER HOT","Posted
1 day ago","Fullstack / Web Developer (.NET / NodeJS / JavaScript)","https://itviec.com/companies/bavitech-corporation?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6MTAyOTIyNiwicHVyIjoiYmxvYl9pZCJ9fQ==--2f545dc3a0f695c07265359ead0aa663e93c70d7/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJQTkciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--1ced9ef7db3b4394626707104f4b01d6303d404c/bavitech-logo.PNG","Bavitech Corporation","https://itviec.com/sign_in?job=web-developers-net-javascript-sql-bavitech-corporation-3012&job_index=19&view_salary_source=search_page","Fullstack Developer","https://itviec.com/it-jobs/fullstack-developer","At office","Ho Chi Minh","NodeJS","https://itviec.com/it-jobs/nodejs?click_source=Skill+tag","CSS","https://itviec.com/it-jobs/css?click_source=Skill+tag","ASP.NET","https://itviec.com/it-jobs/asp.net?click_source=Skill+tag",".NET","https://itviec.com/it-jobs/.net?click_source=Skill+tag","JavaScript","https://itviec.com/it-jobs/javascript?click_source=Skill+tag","SQL","https://itviec.com/it-jobs/sql?click_source=Skill+tag",""
"SUPER HOT","Posted
1 day ago","[Danang] Project Leader/ BrSE (Japanese N2+)","https://itviec.com/companies/nec-vietnam?lab_feature=preview_jd_page","","NEC Vietnam","https://itviec.com/sign_in?job=danang-project-leader-brse-japanese-n2-nec-vietnam-5535&job_index=0&view_salary_source=search_page","Project Manager","https://itviec.com/it-jobs/project-manager","At office","Da Nang","Bridge Engineer","https://itviec.com/it-jobs/bridge-engineer?click_source=Skill+tag","Japanese","https://itviec.com/it-jobs/japanese?click_source=Skill+tag","Project Management","https://itviec.com/it-jobs/project-management?click_source=Skill+tag","","","","","","","+3"
"SUPER HOT","Posted
1 day ago","Cloud Engineer (Azure)","https://itviec.com/companies/rosen-engineering-vietnam?lab_feature=preview_jd_page","","ROSEN ENGINEERING VIETNAM","https://itviec.com/sign_in?job=cloud-engineer-azure-rosen-engineering-vietnam-5114&job_index=1&view_salary_source=search_page","Cloud Engineer","https://itviec.com/it-jobs/cloud-engineer","At office","Ho Chi Minh","Cloud","https://itviec.com/it-jobs/cloud?click_source=Skill+tag","Kubernetes","https://itviec.com/it-jobs/kubernetes?click_source=Skill+tag","DevOps","https://itviec.com/it-jobs/devops?click_source=Skill+tag","Terraform","https://itviec.com/it-jobs/terraform?click_source=Skill+tag","CI/CD","https://itviec.com/it-jobs/ci-cd?click_source=Skill+tag","Azure","https://itviec.com/it-jobs/azure?click_source=Skill+tag",""
"SUPER HOT","Posted
1 day ago","Fullstack Developer (React, NextJS, and TypeScript)","https://itviec.com/companies/rosen-engineering-vietnam?lab_feature=preview_jd_page","","ROSEN ENGINEERING VIETNAM","https://itviec.com/sign_in?job=fullstack-developer-react-nextjs-and-typescript-rosen-engineering-vietnam-2421&job_index=2&view_salary_source=search_page","Fullstack Developer","https://itviec.com/it-jobs/fullstack-developer","At office","Ho Chi Minh","ReactJS","https://itviec.com/it-jobs/reactjs?click_source=Skill+tag","NodeJS","https://itviec.com/it-jobs/nodejs?click_source=Skill+tag","NestJS","https://itviec.com/it-jobs/nestjs?click_source=Skill+tag","Cloud","https://itviec.com/it-jobs/cloud?click_source=Skill+tag","TypeScript","https://itviec.com/it-jobs/typescript?click_source=Skill+tag","NextJS","https://itviec.com/it-jobs/nextjs?click_source=Skill+tag",""
"SUPER HOT","Posted
1 day ago","AI Automation Developer","https://itviec.com/companies/rosen-engineering-vietnam?lab_feature=preview_jd_page","","ROSEN ENGINEERING VIETNAM","https://itviec.com/sign_in?job=ai-automation-developer-rosen-engineering-vietnam-4003&job_index=3&view_salary_source=search_page","AI / Machine Learning Engineer","https://itviec.com/it-jobs/ai-machine-learning-engineer","At office","Ho Chi Minh","Generative AI","https://itviec.com/it-jobs/generative-ai?click_source=Skill+tag","LLM","https://itviec.com/it-jobs/llm?click_source=Skill+tag","Azure","https://itviec.com/it-jobs/azure?click_source=Skill+tag","React Native","https://itviec.com/it-jobs/react-native?click_source=Skill+tag","NodeJS","https://itviec.com/it-jobs/nodejs?click_source=Skill+tag","CI/CD","https://itviec.com/it-jobs/ci-cd?click_source=Skill+tag",""
"SUPER HOT","Posted
1 day ago","DevOps Engineer (Azure,Terraform,Kubernetes,Cloud,Git)","https://itviec.com/companies/rosen-engineering-vietnam?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NzM4NzQzMCwicHVyIjoiYmxvYl9pZCJ9fQ==--7658869240b09f625fd96f2b006c8d46818a2319/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/ROSEN%20Logo_no%20tagline-01.png","ROSEN ENGINEERING VIETNAM","https://itviec.com/sign_in?job=devops-engineer-azure-terraform-kubernetes-cloud-git-rosen-engineering-vietnam-4842&job_index=4&view_salary_source=search_page","DevOps Engineer","https://itviec.com/it-jobs/devops-engineer","At office","Ho Chi Minh","DevOps","https://itviec.com/it-jobs/devops?click_source=Skill+tag","Terraform","https://itviec.com/it-jobs/terraform?click_source=Skill+tag","Kubernetes","https://itviec.com/it-jobs/kubernetes?click_source=Skill+tag","Git","https://itviec.com/it-jobs/git?click_source=Skill+tag","Cloud","https://itviec.com/it-jobs/cloud?click_source=Skill+tag","Azure","https://itviec.com/it-jobs/azure?click_source=Skill+tag",""
"SUPER HOT","Posted
2 days ago","Ruby on Rails Developer (Middle/Senior)","https://itviec.com/companies/oivan?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTQ0OTM4NCwicHVyIjoiYmxvYl9pZCJ9fQ==--3ef7ec34f7cf1459f28eb80f9bef9199bb3cf231/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/OIVAN_Logo_RGB_Black.png","Oivan","https://itviec.com/sign_in?job=ruby-on-rails-developer-middle-senior-oivan-4403&job_index=5&view_salary_source=search_page","Backend Developer","https://itviec.com/it-jobs/backend-developer","Hybrid","Ho Chi Minh - Da Nang","Ruby on Rails","https://itviec.com/it-jobs/ruby-on-rails?click_source=Skill+tag","English","https://itviec.com/it-jobs/english?click_source=Skill+tag","Ruby","https://itviec.com/it-jobs/ruby?click_source=Skill+tag","","","","","","",""
"SUPER HOT","Posted
2 days ago","Product Manager","https://itviec.com/companies/nakivo?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6Nzk5MTk2LCJwdXIiOiJibG9iX2lkIn19--bceea6d3244169111f1344425f9c11dc02e70eb5/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--38cf628da18014271cd7a04458be413e21f554ca/nakivo-logo.jpg","Nakivo","https://itviec.com/sign_in?job=product-manager-nakivo-2450&job_index=6&view_salary_source=search_page","Manager","https://itviec.com/it-jobs/manager","At office","Ho Chi Minh","Product Management","https://itviec.com/it-jobs/product-management?click_source=Skill+tag","Business Analysis","https://itviec.com/it-jobs/business-analysis?click_source=Skill+tag","English","https://itviec.com/it-jobs/english?click_source=Skill+tag","","","","","","",""
"SUPER HOT","Posted
2 days ago","Project Manager (Super App Project) - DTO","https://itviec.com/companies/national-citizen-bank-ncb?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6Nzk4MTMxLCJwdXIiOiJibG9iX2lkIn19--c94152de99e5891a230c803cc6ea1c8940d8579f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/national-citizen-bank-ncb-logo.png","National Citizen Bank | NCB","https://itviec.com/sign_in?job=project-manager-super-app-project-dto-national-citizen-bank-ncb-1346&job_index=7&view_salary_source=search_page","Project Manager","https://itviec.com/it-jobs/project-manager","At office","Ha Noi","Project Management","https://itviec.com/it-jobs/project-management?click_source=Skill+tag","English","https://itviec.com/it-jobs/english?click_source=Skill+tag","Business Analysis","https://itviec.com/it-jobs/business-analysis?click_source=Skill+tag","IT Governance","https://itviec.com/it-jobs/it-governance?click_source=Skill+tag","","","","",""
"SUPER HOT","Posted
2 days ago","Senior/ Expert Data Tester","https://itviec.com/companies/national-citizen-bank-ncb?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6Nzk4MTMxLCJwdXIiOiJibG9iX2lkIn19--c94152de99e5891a230c803cc6ea1c8940d8579f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/national-citizen-bank-ncb-logo.png","National Citizen Bank | NCB","https://itviec.com/sign_in?job=senior-expert-data-tester-national-citizen-bank-ncb-4925&job_index=8&view_salary_source=search_page","Manual Tester","https://itviec.com/it-jobs/manual-tester","At office","Ha Noi","Tester","https://itviec.com/it-jobs/tester?click_source=Skill+tag","English","https://itviec.com/it-jobs/english?click_source=Skill+tag","Big Data","https://itviec.com/it-jobs/big-data?click_source=Skill+tag","Data Warehousing","https://itviec.com/it-jobs/data-warehousing?click_source=Skill+tag","ETL","https://itviec.com/it-jobs/etl?click_source=Skill+tag","SQL","https://itviec.com/it-jobs/sql?click_source=Skill+tag",""
"SUPER HOT","Posted
2 days ago","Senior Data Engineer","https://itviec.com/companies/national-citizen-bank-ncb?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6Nzk4MTMxLCJwdXIiOiJibG9iX2lkIn19--c94152de99e5891a230c803cc6ea1c8940d8579f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/national-citizen-bank-ncb-logo.png","National Citizen Bank | NCB","https://itviec.com/sign_in?job=senior-data-engineer-national-citizen-bank-ncb-4611&job_index=9&view_salary_source=search_page","Data Engineer","https://itviec.com/it-jobs/data-engineer","At office","Ha Noi","Data Engineer","https://itviec.com/it-jobs/data-engineer?click_source=Skill+tag","Google BigQuery","https://itviec.com/it-jobs/google-bigquery?click_source=Skill+tag","Google Cloud","https://itviec.com/it-jobs/google-cloud?click_source=Skill+tag","Spark","https://itviec.com/it-jobs/spark?click_source=Skill+tag","SQL","https://itviec.com/it-jobs/sql?click_source=Skill+tag","","","+1"
"SUPER HOT","Posted
2 days ago","CVCC/Chuyên gia Vận hành Ứng dụng","https://itviec.com/companies/national-citizen-bank-ncb?lab_feature=preview_jd_page","https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6Nzk4MTMxLCJwdXIiOiJibG9iX2lkIn19--c94152de99e5891a230c803cc6ea1c8940d8579f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fZml0IjpbMTAwLDEwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--2c09c01614b0eadd76dc50ef69cc03e9b7dc664e/national-citizen-bank-ncb-logo.png","National Citizen Bank | NCB","https://itviec.com/sign_in?job=cvcc-chuyen-gia-van-hanh-ung-dung-national-citizen-bank-ncb-0142&job_index=10&view_salary_source=search_page","Banking & Financial Systems Developer","https://itviec.com/it-jobs/banking-financial-systems-developer","At office","Ha Noi","DevOps","https://itviec.com/it-jobs/devops?click_source=Skill+tag","Linux","https://itviec.com/it-jobs/linux?click_source=Skill+tag","Windows","https://itviec.com/it-jobs/windows?click_source=Skill+tag","Microsoft SQL Server","https://itviec.com/it-jobs/microsoft-sql-server?click_source=Skill+tag","AWS","https://itviec.com/it-jobs/aws?click_source=Skill+tag","","","+1"
